Fiber Volume,Length (mm),Diameter (mm),L/D,RI,Cement,Water,Sand,Fly ash C,Fly ash F,GGBS,Coarse Aggr.,Silica Fume,Water Reducer/SP,Fiber,C/B,W/C,W/B,FA/Binder Ratio,S/B Ratio,Paste Volume,SCM Ratio,Aggregate Ratio,Fiber Surface Area,Fiber Efficiency,GGBS Presence,Silica Fume Presence,Coarse Aggr Presence,tau_proxy,Flaw Size Proxy,Geometric Fiber Eff,sigma_cu_proxy,sigma_crack_proxy,PSH Strength Index,Jb_complement,J_tip_proxy,PSH Energy Index,Second Stress,Second Strain,group_id
0.03,6.0,0.0379,158.31,3.48,726.88,581.5,436.13,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.9999999999862426,0.7999944970173894,0.7999944970173894,0.0,0.6000027514775478,1308.38,0.0,0.3333358810106136,0.02143194508278957,4.7493,0.0,0.0,0.0,125.31131258276712,0.4166727122332202,16.527563999999998,908.6062386978361,2.399965120443569,4315.243609447633,4.3914464144921886e-08,2.399965120443569,2616.47865684,3.948,0.006,250
0.03,6.0,0.0379,158.31,3.48,714.94,571.95,428.96,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.9999999999860129,0.799997202551263,0.799997202551263,0.0,0.5999944051165133,1286.89,0.0,0.33333074310676647,0.02143194508278957,4.7493,0.0,0.0,0.0,125.31131258276712,0.41666488067345225,16.527563999999998,893.6781138524121,2.400010229764518,4244.345466119261,4.464801752741364e-08,2.400010229764518,2616.47865684,2.887,0.0008,249
0.03,6.0,0.0379,158.31,3.48,703.38,562.7,422.03,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.9999999999857829,0.79999431316216,0.79999431316216,0.0,0.6000028434047029,1266.08,0.0,0.33333596612904925,0.02143194508278957,4.7493,0.0,0.0,0.0,125.31131258276712,0.4166729143920207,16.527563999999998,879.23123906646,2.3999639560432886,4175.732923698339,4.5381640594929314e-08,2.3999639560432886,2616.47865684,5.024,0.0196,248
0.02,12.7,0.038,334.21,4.9,1446.39,390.52,0.0,0.0,0.0,0.0,0.0,289.28,0.0,19.4,0.8333323730845534,0.2699963357028879,0.22499668715697685,0.0,0.0,2126.19,0.1666676269096852,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,6428.494365812292,100000000.0,42969.342039962525,1.3926816442690978e-09,100000000.0,10946.2397618,3.18,0.0328,202
0.02,12.7,0.038,334.21,4.9,1446.39,390.52,0.0,0.0,0.0,0.0,0.0,289.28,0.0,19.4,0.8333323730845534,0.2699963357028879,0.22499668715697685,0.0,0.0,2126.19,0.1666676269096852,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,6428.494365812292,100000000.0,42969.342039962525,1.3926816442690978e-09,100000000.0,10946.2397618,5.899,0.0683,202
0.02,12.7,0.038,334.21,4.9,1298.32,415.46,0.0,0.0,0.0,0.0,0.0,259.66,38.95,26.0,0.8333354728505287,0.31999815145480315,0.2666658108559374,0.0,0.0,1973.44,0.1666645271430528,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,4868.715442544097,100000000.0,32543.46776105325,1.8388517893902374e-09,100000000.0,10946.2397618,5.1,0.0538,200
0.02,12.7,0.038,334.21,4.9,586.04,263.72,1172.08,0.0,0.0,0.0,0.0,117.21,29.3,26.0,0.8333309633724375,0.45000341272865335,0.3750017774564522,0.0,1.666661926744875,966.97,0.16666903661334276,1.212116198008086,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,3.232294454460021,32.75258,1562.7658843307647,0.3093777534798512,10445.839724043697,5.7288466515175045e-09,0.3093777534798512,10946.2397618,2.68,0.002,198
0.02,12.7,0.038,334.21,4.9,984.62,344.62,492.31,0.0,0.0,0.0,0.0,196.92,49.23,26.0,0.8333361545031627,0.35000304685716316,0.29167019313530085,0.0,0.41666807725158134,1526.1599999999999,0.16666384548837396,0.3225808565266907,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,1.1059780980680118,32.75258,3375.799068317073,0.904177029097673,22564.51613244498,2.6520672357485212e-09,0.904177029097673,10946.2397618,3.756,0.0217,199
0.02,12.7,0.038,334.21,4.9,1298.32,415.46,0.0,0.0,0.0,0.0,0.0,259.66,38.95,26.0,0.8333354728505287,0.31999815145480315,0.2666658108559374,0.0,0.0,1973.44,0.1666645271430528,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,4868.715442544097,100000000.0,32543.46776105325,1.8388517893902374e-09,100000000.0,10946.2397618,5.166,0.0543,200
0.02,12.7,0.038,334.21,4.9,1298.32,415.46,0.0,0.0,0.0,0.0,0.0,259.66,38.95,26.0,0.8333354728505287,0.31999815145480315,0.2666658108559374,0.0,0.0,1973.44,0.1666645271430528,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,4868.715442544097,100000000.0,32543.46776105325,1.8388517893902374e-09,100000000.0,10946.2397618,4.467,0.0541,200
0.02,12.7,0.038,334.21,4.9,1298.32,415.46,0.0,0.0,0.0,0.0,0.0,259.66,38.95,26.0,0.8333354728505287,0.31999815145480315,0.2666658108559374,0.0,0.0,1973.44,0.1666645271430528,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,4868.715442544097,100000000.0,32543.46776105325,1.8388517893902374e-09,100000000.0,10946.2397618,4.075,0.0563,200
0.02,12.7,0.038,334.21,4.9,586.04,263.72,1172.08,0.0,0.0,0.0,0.0,117.21,29.3,26.0,0.8333309633724375,0.45000341272865335,0.3750017774564522,0.0,1.666661926744875,966.97,0.16666903661334276,1.212116198008086,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,3.232294454460021,32.75258,1562.7658843307647,0.3093777534798512,10445.839724043697,5.7288466515175045e-09,0.3093777534798512,10946.2397618,2.614,0.0003,198
0.02,12.7,0.038,334.21,4.9,984.62,344.62,492.31,0.0,0.0,0.0,0.0,196.92,49.23,26.0,0.8333361545031627,0.35000304685716316,0.29167019313530085,0.0,0.41666807725158134,1526.1599999999999,0.16666384548837396,0.3225808565266907,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,1.1059780980680118,32.75258,3375.799068317073,0.904177029097673,22564.51613244498,2.6520672357485212e-09,0.904177029097673,10946.2397618,3.899,0.0218,199
0.02,12.7,0.038,334.21,4.9,1374.07,425.96,0.0,0.0,0.0,0.0,0.0,206.11,27.48,9.8,0.8695654925333218,0.3099987627973102,0.2695642268585252,0.0,0.0,2006.1399999999999,0.1304345074603499,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,5097.374993112124,100000000.0,34071.873928960056,1.756364033576441e-09,100000000.0,10946.2397618,3.349,0.0499,201
0.02,12.7,0.038,334.21,4.9,1374.07,425.96,0.0,0.0,0.0,0.0,0.0,206.11,27.48,9.8,0.8695654925333218,0.3099987627973102,0.2695642268585252,0.0,0.0,2006.1399999999999,0.1304345074603499,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,5097.374993112124,100000000.0,34071.873928960056,1.756364033576441e-09,100000000.0,10946.2397618,4.065,0.0525,201
0.02,12.7,0.038,334.21,4.9,1374.07,425.96,0.0,0.0,0.0,0.0,0.0,206.11,27.48,9.8,0.8695654925333218,0.3099987627973102,0.2695642268585252,0.0,0.0,2006.1399999999999,0.1304345074603499,0.0,0.030322652292448682,6.6842,0.0,1.0,0.0,175.89995371053848,0.0,32.75258,5097.374993112124,100000000.0,34071.873928960056,1.756364033576441e-09,100000000.0,10946.2397618,4.985,0.0519,201
0.02,12.0,0.04,300.0,4.4,713.73,426.81,593.82,0.0,214.12,0.0,0.0,0.0,0.0,26.0,0.7692299401760065,0.5979992434029955,0.45999892223462846,0.23077005981321583,0.639995688951447,1354.66,0.23077005981321583,0.4383535352011697,0.030159289474462017,6.0,0.0,0.0,0.0,149.99996250000936,0.9529446798315214,26.400000000000002,1551.5905581188451,1.049378847136236,9309.54334871307,7.1611102896773675e-09,1.049378847136236,7920.000000000001,3.86,0.0137,95
0.02,12.0,0.04,300.0,4.4,713.73,426.81,593.82,0.0,214.12,0.0,0.0,0.0,0.0,26.0,0.7692299401760065,0.5979992434029955,0.45999892223462846,0.23077005981321583,0.639995688951447,1354.66,0.23077005981321583,0.4383535352011697,0.030159289474462017,6.0,0.0,0.0,0.0,149.99996250000936,0.9529446798315214,26.400000000000002,1551.5905581188451,1.049378847136236,9309.54334871307,7.1611102896773675e-09,1.049378847136236,7920.000000000001,3.451,0.0167,95
0.02,12.0,0.04,300.0,4.4,713.73,426.81,593.82,0.0,214.12,0.0,0.0,0.0,0.0,26.0,0.7692299401760065,0.5979992434029955,0.45999892223462846,0.23077005981321583,0.639995688951447,1354.66,0.23077005981321583,0.4383535352011697,0.030159289474462017,6.0,0.0,0.0,0.0,149.99996250000936,0.9529446798315214,26.400000000000002,1551.5905581188451,1.049378847136236,9309.54334871307,7.1611102896773675e-09,1.049378847136236,7920.000000000001,3.41,0.0117,95
0.02,12.0,0.04,300.0,4.4,713.73,426.81,593.82,0.0,214.12,0.0,0.0,0.0,0.0,26.0,0.7692299401760065,0.5979992434029955,0.45999892223462846,0.23077005981321583,0.639995688951447,1354.66,0.23077005981321583,0.4383535352011697,0.030159289474462017,6.0,0.0,0.0,0.0,149.99996250000936,0.9529446798315214,26.400000000000002,1551.5905581188451,1.049378847136236,9309.54334871307,7.1611102896773675e-09,1.049378847136236,7920.000000000001,3.49,0.0335,95
0.02,12.0,0.04,300.0,4.4,713.73,426.81,593.82,0.0,214.12,0.0,0.0,0.0,0.0,26.0,0.7692299401760065,0.5979992434029955,0.45999892223462846,0.23077005981321583,0.639995688951447,1354.66,0.23077005981321583,0.4383535352011697,0.030159289474462017,6.0,0.0,0.0,0.0,149.99996250000936,0.9529446798315214,26.400000000000002,1551.5905581188451,1.049378847136236,9309.54334871307,7.1611102896773675e-09,1.049378847136236,7920.000000000001,4.093,0.0209,95
0.02,12.0,0.04,300.0,4.4,713.73,426.81,593.82,0.0,214.12,0.0,0.0,0.0,0.0,26.0,0.7692299401760065,0.5979992434029955,0.45999892223462846,0.23077005981321583,0.639995688951447,1354.66,0.23077005981321583,0.4383535352011697,0.030159289474462017,6.0,0.0,0.0,0.0,149.99996250000936,0.9529446798315214,26.400000000000002,1551.5905581188451,1.049378847136236,9309.54334871307,7.1611102896773675e-09,1.049378847136236,7920.000000000001,3.933,0.0319,95
0.02,12.0,0.04,300.0,4.4,713.73,426.81,593.82,0.0,214.12,0.0,0.0,0.0,0.0,26.0,0.7692299401760065,0.5979992434029955,0.45999892223462846,0.23077005981321583,0.639995688951447,1354.66,0.23077005981321583,0.4383535352011697,0.030159289474462017,6.0,0.0,0.0,0.0,149.99996250000936,0.9529446798315214,26.400000000000002,1551.5905581188451,1.049378847136236,9309.54334871307,7.1611102896773675e-09,1.049378847136236,7920.000000000001,4.241,0.0354,95
0.02,8.12,0.039,208.21,3.05,767.07,371.42,645.95,0.0,242.23,0.0,0.0,0.0,0.0,26.0,0.7600019815638561,0.4842061350269961,0.3679976221106906,0.239998018426236,0.6399980184222729,1380.72,0.239998018426236,0.46783562199093354,0.019897591230776314,4.1642,0.0,0.0,0.0,106.77433159632523,1.2713006312231176,12.700809999999999,2084.44276013513,0.7865960006422247,8680.03654175471,1.1066412589670392e-08,0.7865960006422247,2644.4356500999997,4.409,0.014,73
0.02,8.12,0.039,208.21,3.05,767.07,371.42,645.95,0.0,242.23,0.0,0.0,0.0,0.0,26.0,0.7600019815638561,0.4842061350269961,0.3679976221106906,0.239998018426236,0.6399980184222729,1380.72,0.239998018426236,0.46783562199093354,0.019897591230776314,4.1642,0.0,0.0,0.0,106.77433159632523,1.2713006312231176,12.700809999999999,2084.44276013513,0.7865960006422247,8680.03654175471,1.1066412589670392e-08,0.7865960006422247,2644.4356500999997,4.156,0.0123,73
0.02,8.12,0.039,208.21,3.05,767.07,371.42,645.95,0.0,242.23,0.0,0.0,0.0,0.0,26.0,0.7600019815638561,0.4842061350269961,0.3679976221106906,0.239998018426236,0.6399980184222729,1380.72,0.239998018426236,0.46783562199093354,0.019897591230776314,4.1642,0.0,0.0,0.0,106.77433159632523,1.2713006312231176,12.700809999999999,2084.44276013513,0.7865960006422247,8680.03654175471,1.1066412589670392e-08,0.7865960006422247,2644.4356500999997,4.628,0.0189,73
0.02,8.12,0.039,208.21,3.05,767.07,371.42,645.95,0.0,242.23,0.0,0.0,0.0,0.0,26.0,0.7600019815638561,0.4842061350269961,0.3679976221106906,0.239998018426236,0.6399980184222729,1380.72,0.239998018426236,0.46783562199093354,0.019897591230776314,4.1642,0.0,0.0,0.0,106.77433159632523,1.2713006312231176,12.700809999999999,2084.44276013513,0.7865960006422247,8680.03654175471,1.1066412589670392e-08,0.7865960006422247,2644.4356500999997,4.547,0.002,73
0.02,8.12,0.039,208.21,3.05,767.07,371.42,645.95,0.0,242.23,0.0,0.0,0.0,0.0,26.0,0.7600019815638561,0.4842061350269961,0.3679976221106906,0.239998018426236,0.6399980184222729,1380.72,0.239998018426236,0.46783562199093354,0.019897591230776314,4.1642,0.0,0.0,0.0,106.77433159632523,1.2713006312231176,12.700809999999999,2084.44276013513,0.7865960006422247,8680.03654175471,1.1066412589670392e-08,0.7865960006422247,2644.4356500999997,4.285,0.0117,73
0.02,8.12,0.039,208.21,3.05,767.07,371.42,645.95,0.0,242.23,0.0,0.0,0.0,0.0,26.0,0.7600019815638561,0.4842061350269961,0.3679976221106906,0.239998018426236,0.6399980184222729,1380.72,0.239998018426236,0.46783562199093354,0.019897591230776314,4.1642,0.0,0.0,0.0,106.77433159632523,1.2713006312231176,12.700809999999999,2084.44276013513,0.7865960006422247,8680.03654175471,1.1066412589670392e-08,0.7865960006422247,2644.4356500999997,4.26,0.0115,73
0.02,12.0,0.039,307.69,4.51,809.21,388.42,647.37,0.0,0.0,202.3,0.0,0.0,16.18,26.0,0.8000019772340362,0.47999901137553913,0.3840001581755593,0.0,0.6400035590291742,1399.93,0.1999980227560776,0.46243026436705814,0.029405307237600466,6.1538,1.0,0.0,0.0,157.78970313084537,1.204244952714817,27.753638,2107.3167854188046,0.8303958338722276,12968.00603411024,5.0123733234456416e-09,0.8303958338722276,8539.516876220001,5.143,0.0037,172
0.02,12.0,0.039,307.69,4.51,746.46,447.87,597.16,0.0,0.0,186.61,0.0,0.0,0.0,26.0,0.8000042869152367,0.5999919620528897,0.47999614176342614,0.0,0.6399948556845682,1380.94,0.19999571307404593,0.4324300838527928,0.029405307237600466,6.1538,1.0,0.0,0.0,157.78970313084537,0.9009032307115724,27.753638,1555.1374677851686,1.1099971171267589,9570.00494925637,6.7921059443869025e-09,1.1099971171267589,8539.516876220001,5.22,0.0366,170
0.02,12.0,0.039,307.69,4.51,872.4,418.75,697.92,0.0,0.0,0.0,0.0,0.0,17.45,26.0,0.9999999999885374,0.4799977074681339,0.4799977074681339,0.0,0.7999999999908298,1291.15,0.0,0.5405413778372726,0.029405307237600466,6.1538,0.0,0.0,0.0,157.78970313084537,1.126133225567178,27.753638,1817.508642752904,0.8879943939283074,11184.584685772821,5.811613871218584e-09,0.8879943939283074,8539.516876220001,4.33,0.0065,173
0.02,12.0,0.039,307.69,4.51,799.9,479.94,639.92,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.9999999999874984,0.5999999999924991,0.5999999999924991,0.0,0.7999999999899987,1279.84,0.0,0.4999999999960933,0.029405307237600466,6.1538,0.0,0.0,0.0,157.78970313084537,0.8333333194483513,27.753638,1333.166644463889,1.200000005594374,8204.040896701881,7.922984334437828e-09,1.200000005594374,8539.516876220001,3.418,0.0079,171
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,5.363,0.0237,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,5.097,0.0133,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.029,0.0077,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.75,0.0357,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.809,0.0282,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.8,0.0193,72
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,4.634,0.0369,70
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,4.412,0.0195,70
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,4.074,0.0351,70
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,4.07,0.0351,70
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,4.156,0.0272,70
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,4.062,0.0268,70
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.83,0.0287,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.69,0.0279,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.44,0.018,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.35,0.0234,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.27,0.0107,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.571,0.0146,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,5.03,0.025,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.6,0.0156,72
0.02,8.0,0.039,205.13,3.01,570.0,331.0,455.0,0.0,684.0,0.0,0.0,0.0,4.9,26.0,0.4545454545418298,0.5807017543757772,0.26395534290060646,0.5454545454501958,0.362838915467601,1585.0,0.5454545454501958,0.2870662460549712,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0875560692382218,12.348825999999999,2159.4561115592755,0.9194928142928038,8859.384643283085,1.1005182730878002e-08,0.9194928142928038,2533.1146773799996,4.34,0.0105,72
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,4.03,0.01,70
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,3.995,0.0041,70
0.02,8.0,0.039,205.13,3.01,386.0,327.0,448.0,0.0,847.0,0.0,0.0,0.0,3.7,26.0,0.3130575831280369,0.8471502590454106,0.26520681264991725,0.6869424168638529,0.36334144363046766,1560.0,0.6869424168638529,0.2871794871776463,0.01960353815840031,4.1026,0.0,0.0,0.0,105.19484482183465,1.0828510530316702,12.348825999999999,1455.4678350395766,0.9234880346335801,5971.202340033367,1.6328226934932496e-08,0.9234880346335801,2533.1146773799996,4.81,0.0367,70
